DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
I00019,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cccc(O)c12,377.4,2.426,4,2,93.71,3,4,CD4/gp120,Active
I0001A,C[C@H](N)C(=O)Nc1nc(COCc2cccc3ccccc23)c(Cc2ccccc2)s1,431.561,3.658,5,2,77.24,8,4,XIAP/SMAC,Active
I0001B,CN(C)CCC[C@](O)(c1ccccc1)c1ccc(OCCc2cccc(-c3ccc(C(=O)O)cc3)c2)cc1,509.646,6.784,4,2,70,12,4,"BCL-like/BAX,BAK",Active
I0001C,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CC2CCCC2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1ccc(F)c(Cl)c1,582.475,4.514,5,5,110.69,8,5,P53/HDM2,Active
I0001D,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4F)CC3)cc2)cc1[N+](=O)[O-],717.889,8.038,9,2,124.89,14,5,"BCL-like/BAX,BAK",Active
I0001E,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4F)CC3)cc2)cc1[N+](=O)[O-],717.889,8.038,9,2,124.89,14,5,"BCL-like/BAX,BAK",Active
I0001F,N#Cc1cccc2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,386.411,2.555,4,1,97.27,3,4,CD4/gp120,Active
I0002N,O=C(/C=C/c1ccc(Sc2cccc(NC3CCNCC3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,559.576,5.289,5,2,53.6,6,4,LFA/ICAM,Active
I0001G,O=C(c1cnccc1C(F)(F)F)N1CCC[C@@](Oc2ccc(C(F)(F)F)cc2)(C(=O)N2CCN(c3ccccn3)CC2)C1,607.555,4.911,6,0,78.87,5,5,P53/HDM2,Active
I0001H,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1c(Cl)cccc1Cl,377.227,4.132,2,3,82.19,5,3,LFA/ICAM,Active
I0001I,O=C(NCc1ccc(Oc2ccccc2)cc1)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@H]2N1CC1CCCCC1,527.665,5.642,6,2,83.8,8,6,"BCL-like/BAX,BAK",Active
I0001J,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc4c(NS(=O)(=O)c5ccc(N[C@H](CCN6CCOCC6)CSc6ccccc6)c([N+](=O)[O-])c5)ncnc4c3)CC2)C1,911.595,10.089,12,2,146.07,16,8,"BCL-like/BAX,BAK",Active
I0001K,N#Cc1ccc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c2c1,386.411,2.555,4,1,97.27,3,4,CD4/gp120,Active
I0001L,COc1cccc2c(Nc3ccc(NCCc4c[nH]c5ccccc45)cc3)ccnc12,408.505,4.874,4,3,61.97,7,5,P53/HDM2,Active
I0001M,CC(C)c1ccccc1Sc1ccc(-c2ccnc(N3CC[C@H](O)C3)c2)cc1C(F)(F)F,458.549,7.557,4,1,36.36,5,4,LFA/ICAM,Active
I0001N,C[C@H](O)c1cc(NC(=O)c2ccc(-n3[nH]c4c(c(-c5cccc(C(F)(F)F)c5)nc5c4cnn5C)c3=O)cc2)ccc1Cl,606.992,6.734,7,3,117.83,5,6,CD80/CD28,Active
I00028,Cc1cc(C(=O)N(c2ccccc2)C(C)C)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,478.596,5.416,4,0,58.44,5,5,"BCL-like/BAX,BAK",Active
J0000D,Cc1ccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)cc1Cl,357.885,3.87,2,2,44.37,4,3,DCN1/UBE2M,Inactive
I0001O,CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2ccc(O)c(OC)c2)[C@@H](CC(C)C)C1=O,531.653,4.107,5,2,99.18,9,4,LFA/ICAM,Active
I0001P,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4N4CCOCC4)CC3)cc2)cc1[N+](=O)[O-],788.009,7.218,12,2,140.6,16,6,"BCL-like/BAX,BAK",Active
I0001Q,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4N4CCOCC4)CC3)cc2)cc1[N+](=O)[O-],788.009,7.218,12,2,140.6,16,6,"BCL-like/BAX,BAK",Active
I000E5,COc1cccc(NS(=O)(=O)c2cc(-c3c(C)noc3C)ccc2OC)c1,388.445,3.542,6,1,90.66,6,3,Bromodomain/Histone,Active
I0001R,O=C(CN1CCN(CCNC(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccccc3)ncn2Cc2ccc(Cl)cc2)CC1)Nc1cccnc1,707.666,5.908,7,3,111.18,11,7,P53/HDM2,Active
I0001S,CCC[C@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2cccc(F)c12,421.472,4.38,3,1,73.48,5,4,CD4/gp120,Active
I0001T,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,664.371,6.003,4,0,53.09,6,5,P53/HDM2,Active
I0001U,C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@H]1c1ccc(Cl)cc1,664.371,6.003,4,0,53.09,6,5,P53/HDM2,Active
I0001V,O=C(O)[C@H](c1ccc(Cl)cc1)N1C(=O)c2ccccc2NC(=O)[C@@H]1c1ccc(Cl)cc1,455.297,4.061,3,2,86.71,4,4,P53/HDM2,Active
C003X8,O=C1[C@@H]2CS[C@]3(C(=O)Nc4ccccc43)N2C(=O)N1Cc1ccc(Cl)cc1,399.859,2.186,4,1,69.72,2,5,P53/HDM2,Active
I0001W,O=C(O)c1nc(-c2ccc3c(c2)N(C(=O)Nc2nc4ccccc4s2)CCC3)sc1-c1ccc(-c2ccccc2)cc1,588.714,6.326,6,2,95.42,5,7,"BCL-like/BAX,BAK",Active
I0001X,O=C(O)c1nc(-c2ccc3c(c2)N(C(=O)Nc2nc4ccccc4s2)CCC3)sc1-c1ccc(-c2ccccc2)cc1,588.714,6.326,6,2,95.42,5,7,"BCL-like/BAX,BAK",Active
I0001Y,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2coc3ccccc23)cs1)C(C)(C)C,468.623,3.161,6,2,87.47,6,4,XIAP/SMAC,Active
I0001Z,COCCN(C)C(=O)[C@@H]1CCCN1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)S1,615.627,5.973,6,0,65.45,8,5,P53/HDM2,Active
I0002M,CC(C)CC[C@@H](C(=O)O)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(Cl)cc1,540.785,5.462,3,2,86.71,6,3,P53/HDM2,Active
I00020,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nnc3n2CCN(C2CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC2)CCC3)cc1S(=O)(=O)C(F)(F)F,945.599999999999,11.701,12,2,132.77,16,7,"BCL-like/BAX,BAK",Active
C1029K,C#CC12C=C(C#N)C(=O)C=C1c1c(Cl)cccc1CC2,279.726,3.81,2,0,40.86,0,3,KEAP1/NRF2,Active
I00021,N#Cc1ccc(OCCCN2CCC([C@](N)(c3ccccc3)C3CCCC3)CC2)cc1,417.597,5.209,4,1,62.28,8,4,MENIN/MLL,Active
I00022,COC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,556.666,5.946,5,0,67.67,7,6,"BCL-like/BAX,BAK",Active
I00023,COC[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C,556.666,5.946,5,0,67.67,7,6,"BCL-like/BAX,BAK",Active
I00024,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3Cl)nccc2s1)C1CCOCC1,542.105,2.747,7,2,96.45,7,5,XIAP/SMAC,Active
I00025,CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCC1CC1,338.452,0.146,4,3,104.53,7,2,XIAP/SMAC,Active
I00026,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1cc(C(=O)O)ccn1)C[C@H]2c1ccc(C#N)cc1,536.375,4.049,6,1,117.84,4,5,LFA/ICAM,Active
C001H9,COCCN1CSC(=S)N(Cc2ccco2)C1,272.395,0.996,5,0,28.85,5,2,MENIN/MLL,Active
I0004Q,c1cc(Nc2ccc(NCCc3cnc4n3CCCC4)cc2)ccn1,333.439,3.101,5,2,54.77,6,4,P53/HDM2,Active
I00029,O=C(O)c1ccc(S(=O)(=O)NCc2cccc(CN(Cc3ccc(-c4ccccc4)cc3)S(=O)(=O)c3cc(Cl)cc(Cl)c3O)c2)cc1,711.645,8.34,6,3,141.08,12,5,"BCL-like/BAX,BAK",Active
I0002A,O=C(O)c1ccc(S(=O)(=O)NCc2cccc(CN(Cc3ccc(-c4ccccc4)cc3)S(=O)(=O)c3cc(Cl)cc(Cl)c3O)c2)cc1,711.645,8.34,6,3,141.08,12,5,"BCL-like/BAX,BAK",Active
I0002B,Cc1noc(C)c1-c1ccc(OCCCN2CCOCC2)c(S(=O)(=O)NC2CCCC2)c1,463.6,2.853,7,1,93.9,9,4,Bromodomain/Histone,Active
I0002C,Cc1noc(C)c1-c1ccc(OCCCN2CCOCC2)c(S(=O)(=O)NC2CCCC2)c1,463.6,2.853,7,1,93.9,9,4,Bromodomain/Histone,Active
I0002D,Cc1noc(C)c1-c1ccc(OCCCN2CCOCC2)c(S(=O)(=O)NC2CCCC2)c1,463.6,2.853,7,1,93.9,9,4,Bromodomain/Histone,Active
I0002E,Cc1ccc(O[C@@]2(C(=O)N3CCN(c4ccccn4)CC3)CCCN(C(=O)c3cnccc3C(F)(F)F)C2)cc1,553.585,4.423,6,0,78.87,5,5,P53/HDM2,Active
I0002F,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccn4)CC3)cc2)cc1[N+](=O)[O-],700.887,6.714,10,2,137.78,14,5,"BCL-like/BAX,BAK",Active
I0002G,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccn4)CC3)cc2)cc1[N+](=O)[O-],700.887,6.714,10,2,137.78,14,5,"BCL-like/BAX,BAK",Active
I0002H,O=C(/C=C/c1ccc(Sc2ccccc2OC[C@H]2CC[C@H](C(=O)O)CC2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,617.608000000001,6.265,5,1,76.07,8,4,LFA/ICAM,Active
I0002I,O=C(/C=C/c1ccc(Sc2ccccc2OC[C@H]2CC[C@@H](C(=O)O)CC2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,617.608000000001,6.265,5,1,76.07,8,4,LFA/ICAM,Active
I0002J,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CO)CC[C@H]2C(=O)NC(c1ccccc1)c1ccccc1,506.647,3.287,5,4,110.77,9,4,XIAP/SMAC,Active
I0002K,Cc1cc(C(=O)N(c2ccccc2)C2CCCCC2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,518.661,6.361,4,0,58.44,5,6,"BCL-like/BAX,BAK",Active
I0002L,Cc1cc(C(=O)N(c2ccccc2)C2CCCCC2)nn1-c1ccccc1C(=O)N1CCc2ccccc2C1,518.661,6.361,4,0,58.44,5,6,"BCL-like/BAX,BAK",Active
I00031,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cc(Cl)ccc12,395.846,3.454,3,1,73.48,3,4,CD4/gp120,Active
I0002O,Cn1ncc2c3[nH]n(-c4ccc(F)c(Cl)c4)c(=O)c3c(-c3cccc(C(F)(F)F)c3)nc21,461.806,6.209,5,1,68.5,2,5,CD80/CD28,Active
I0002P,Cc1cccc(C(=O)N2CCc3c(cc(C)c(C(=O)N[C@@H](CNC(=O)c4cccs4)C(=O)O)c3C)C2)c1,519.623,3.605,5,3,115.81,7,4,LFA/ICAM,Active
I0002Q,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1CNC(=S)NCc1ccccc1,640.854,4.802,5,5,128.59,11,5,XIAP/SMAC,Active
I0002R,N#Cc1c(NC(=O)c2cc3nc(-c4ccco4)cc(C(F)(F)Cl)n3n2)sc2c1CCCCC2,487.919,3.552,7,1,96.22,4,5,MYC/MAX,Active
I0002S,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccc(F)cc4)CC3)cc2)cc1[N+](=O)[O-],720.893,7.45,10,2,128.13,15,5,"BCL-like/BAX,BAK",Active
I00032,CN1CCN(CCNC(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccccc3)ncn2Cc2ccc(Cl)cc2)CC1,587.555,6.422,5,2,69.19,8,6,P53/HDM2,Active
I00033,Fc1ccc(-c2c(-c3nn[nH]n3)nc(-c3ccc4sccc4c3)n2-c2cccc(Cl)c2F)cc1Cl,525.371,8.854,6,1,72.28,4,6,P53/HDM2,Active
I0002T,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccc(F)cc4)CC3)cc2)cc1[N+](=O)[O-],720.893,7.45,10,2,128.13,15,5,"BCL-like/BAX,BAK",Active
I0002U,CC(C)c1ccccc1Sc1ccc(-c2coc(N3CCCCC3)n2)cc1C(F)(F)F,446.538,8.115,4,0,29.27,5,4,LFA/ICAM,Active
I0002V,CC1CCN(c2cc(Nc3ccc(C(=O)O)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,453.498,6.301,6,2,95.67,4,6,UPAR/UPA,Active
I0002W,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(F)c(F)c(F)c(F)c12,433.361,3.476,3,1,73.48,3,4,CD4/gp120,Active
I0002X,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2Cc1cccnc1)C1CCCCC1,560.718,3.714,5,3,93.36,8,6,XIAP/SMAC,Active
I0002Y,O=C(O)C1CCN(c2ccccc2Sc2ccc([C@@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,589.68,4.639,5,2,89.95,10,5,LFA/ICAM,Active
I0002Z,C[C@H](N)C(=O)N[C@H](Cc1cccc(C#N)c1)C(=O)N1C[C@@H](c2ccccc2)C[C@H]1C(=O)N[C@@H]1CCc2ccccc21,549.675,3.318,5,3,128.32,8,5,XIAP/SMAC,Active
I00034,CN1CCN(CC[C@H](CSc2ccccc2F)Nc2ccc(S(=O)(=O)Nc3ncnc4c3CCN(C3CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC3)C4)cc2S(=O)(=O)C(F)(F)F)CC1,1033.725,9.679,12,2,131.08,16,8,"BCL-like/BAX,BAK",Active
I00035,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ncc(C(=O)O)s1)C[C@H]2c1ccc(C#N)cc1,542.404,2.77,7,1,117.84,4,5,LFA/ICAM,Active
I00036,C[C@@H]1Cc2c(ncnc2NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c(S(=O)(=O)C(F)(F)F)c2)CN1C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,942.596,9.728,11,2,127.84,16,7,"BCL-like/BAX,BAK",Active
C003PJ,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,697.137,6.529,11,5,189.78,9,5,Runt-related transcription factor 1/Core-binding factor subunit beta,Inactive
I00037,C[C@H]1Cc2c(ncnc2NS(=O)(=O)c2ccc(N[C@H](CCN(C)C)CSc3ccccc3)c(S(=O)(=O)C(F)(F)F)c2)CN1C1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,942.596,9.728,11,2,127.84,16,7,"BCL-like/BAX,BAK",Active
I000FP,CCN(C1CCCC1)S(=O)(=O)c1cc(-c2c(C)noc2C)ccc1OC,378.494,3.704,5,0,72.64,6,3,Bromodomain/Histone,Active
I00038,O=C(O)[C@H](c1ccc(Cl)cc1)N1C(=O)c2ccc(Cl)cc2NC(=O)[C@@H]1c1ccc(Cl)cc1,489.742,4.683,3,2,86.71,4,4,P53/HDM2,Active
I00039,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)C(c3ccccc3)c3ccccc3)[C@H]21)C(C)(C)C,518.702,4.068,4,3,90.54,8,4,XIAP/SMAC,Active
I0003A,Cc1cc2c(CCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(CCc3ccccc3)c(O)c(O)cc2c1O,586.684,9.79200000000001,6,6,121.38,7,6,"BCL-like/BAX,BAK",Active
I0003B,Cc1cc2c(CCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(CCc3ccccc3)c(O)c(O)cc2c1O,586.684,9.79200000000001,6,6,121.38,7,6,"BCL-like/BAX,BAK",Active
I0003C,Cc1cc2c(CCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(CCc3ccccc3)c(O)c(O)cc2c1O,586.684,9.79200000000001,6,6,121.38,7,6,"BCL-like/BAX,BAK",Active
I0003D,Cc1cc2c(CCc3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(CCc3ccccc3)c(O)c(O)cc2c1O,586.684,9.79200000000001,6,6,121.38,7,6,"BCL-like/BAX,BAK",Active
I0003V,COc1ccc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,421.453,2.662,5,1,91.94,5,4,CD4/gp120,Active
I0003E,CC(C)c1ccccc1Sc1ccc(-c2ccnc(N3CCC(C(=O)O)CC3)c2)cc1C(F)(F)F,500.586,7.997,4,1,53.43,6,4,LFA/ICAM,Active
I0003Y,O=C(NCc1cccc([N+](=O)[O-])c1)c1ccc(OCc2ccccc2)cc1O,378.384,5.106,5,2,101.7,7,3,LEDGF/IN,Active
I0003F,CC(C)C1=C(C(=O)N2[C@H](C(=O)N3C[C@@H](N)[C@H](F)C3)CC[C@H]2C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,644.644,6.176,6,1,82.24,5,6,P53/HDM2,Active
I0003G,CC(C)c1cc(C(=O)N2CCc3ccccc3C2)c(O)c(O)c1O,327.38,4.12,4,3,81,2,3,"BCL-like/BAX,BAK",Active
I0003H,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2C(C)=O)C(C)(C)C,485.604,2.073,4,3,97.54,5,4,XIAP/SMAC,Active
C001JK,O=C(/C=C/c1ccc(O)cc1)c1cccs1,230.288,2.504,3,1,37.3,3,2,MENIN/MLL,Inactive
I0005Q,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,328.419,3.604,3,3,52.74,6,4,P53/HDM2,Active
I0003I,Cn1ncc2c3[nH]n(-c4ccc(C(=O)NCc5ccccc5)cc4)c(=O)c3c(-c3cccc(C(F)(F)F)c3)nc21,542.521,6.541,6,2,97.6,5,6,CD80/CD28,Active
I0003J,O=C(O)[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(OC(F)(F)F)cc1,630.744,5.674,4,2,95.94,5,4,P53/HDM2,Active
I0003K,CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2ccc(Br)cc2)[C@@H](CC(C)C)C1=O,564.524,5.664,3,1,69.72,8,4,LFA/ICAM,Active
I0003L,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2C(C)=O)C(C)C,471.577,1.678,4,3,97.54,6,4,XIAP/SMAC,Active
I0003M,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1CNC(=O)c1ccccc1,595.744,4.394,5,4,133.63,10,5,XIAP/SMAC,Active
I0003N,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1Cn1cc([C@H](O)CC)nn1,601.752,3.013,8,4,155.47,11,5,XIAP/SMAC,Active
I0004O,CC(=O)NCCN1C(=O)c2ccccc2[C@]1(OCc1ccc(C(C)(C)C)cc1)c1ccccc1,456.586,5.897,3,1,58.64,7,4,P53/HDM2,Active
I0003U,COc1ccc(-c2sc(-c3ccc4c(c3)N(C(=O)Nc3nc5ccccc5s3)CCC4)nc2C(=O)N(C)C)cc1,569.712,4.233,7,1,87.66,5,6,"BCL-like/BAX,BAK",Active
I0003O,CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1Cn1cc([C@@H](O)CC)nn1,601.752,3.013,8,4,155.47,11,5,XIAP/SMAC,Active
I0003P,CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC(c4nn[nH]n4)CC3)ncn2)cc1C(F)(F)F,525.604,7.884,7,1,83.48,6,5,LFA/ICAM,Active
I0003Q,C[C@@H](NCCCc1ccccc1)c1cc(Nc2ccc(NCCc3c[nH]c4ccccc34)cc2)ccn1,489.667,5.957,4,4,64.77,12,5,P53/HDM2,Active
I0003R,CNc1nccc2c(O[C@@H](C)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)cccc12,432.524,3.774,5,1,74.77,5,4,CD4/gp120,Active
I0003Z,COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCOCC1,352.412,1.622,6,0,81.87,4,3,Bromodomain/Histone,Active
I0003S,O=C(O)c1ccc(-c2ccc(OCCc3cc([C@@](O)(CCN4CCOCC4)c4ccc(Br)cc4)ccc3Cl)cc2)cc1,650.997,7.446,5,2,79.23,11,5,"BCL-like/BAX,BAK",Active
I0003T,COc1ccc(-c2sc(-c3ccc4c(c3)N(C(=O)Nc3nc5ccccc5s3)CCC4)nc2C(=O)N(C)C)cc1,569.712,4.233,7,1,87.66,5,6,"BCL-like/BAX,BAK",Active
I0003W,COc1ccccc1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,732.929,7.204,11,2,137.36,16,5,"BCL-like/BAX,BAK",Active
I0003X,COc1ccccc1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1,732.929,7.204,11,2,137.36,16,5,"BCL-like/BAX,BAK",Active
I00040,COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCOCC1,352.412,1.622,6,0,81.87,4,3,Bromodomain/Histone,Active
I00043,O=C(/C=C/c1ccc(Sc2cccc(OCc3cccnc3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,568.539,5.859,5,0,51.66,7,4,LFA/ICAM,Active
I00044,CCOc1ccsc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CCN(CC(=O)N(CCOC)CCOC)CC1,702.705,4.153,8,0,87.15,13,5,P53/HDM2,Active
I00045,CC(C)C1=C(C(=O)N2CC(=O)NC(C)(C)C2)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@H](c3ccc(Cl)cc3)N21,557.547,6.079,5,1,65.01,4,5,P53/HDM2,Active
I00046,CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@H]2C(=O)NCC(=O)O)c(Cl)c1Cl,438.376,5.311,3,2,66.4,7,3,LFA/ICAM,Active
I00047,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ncc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,537.363,3.008,7,1,130.73,4,5,LFA/ICAM,Active
I00048,CN[C@@H](C)C(=O)N[C@H]1CC[C@@H](NC(=O)Cc2ccccc2)C[C@H]2CC[C@@H](C(=O)N[C@H]3CCCc4ccccc43)N2C1=O,573.738,3.702,5,4,119.64,8,5,XIAP/SMAC,Active
I00049,CC(C)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,364.397,6.052,5,3,86.99,5,3,"BCL-like/BAX,BAK",Active
I0004B,COc1ccccc1Sc1ccc(-c2ccnc(N3CCC[C@H](C(=O)O)C3)c2)cc1C(F)(F)F,488.531,6.718,5,1,62.66,6,4,LFA/ICAM,Active
I0004C,CC(C)C1=C(C(=O)N2C[C@@H](O)C[C@H]2C(=O)N(C)C)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,587.573,5.133,6,1,76.45,5,5,P53/HDM2,Active
I0004D,CNC(=O)Cc1ccc(Cl)cc1-n1c(C2CCCCC2)nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1,543.43,7.425,7,2,111.86,6,5,P53/HDM2,Active
I0004E,CC(=O)N1C[C@H](c2c[nH]c3cc(F)ccc23)[C@@H]2[C@H]1CCN2C(=O)[C@H](C)NC(=O)[C@H](C)N,429.496,0.633,4,3,111.53,4,4,XIAP/SMAC,Active
I0004F,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2Cc1ccccc1)[C@@H](C)OC,535.664,2.791,5,3,89.7,9,5,XIAP/SMAC,Active
I0004G,CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1CCO,520.674,3.216,5,4,110.77,10,4,XIAP/SMAC,Active
I0004H,Cn1cc(C(=O)C(=O)N2CCN(C(=O)c3ccccc3)CC2)c2ccccc21,375.428,2.707,4,0,62.62,3,4,CD4/gp120,Active
I0004I,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCC(N3CCc4c(ncnc4NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)C3)CC2)C1,1002.692,9.475,12,2,137.07,16,8,"BCL-like/BAX,BAK",Active
I0004P,CNc1nc(NCc2ccc(NC(=O)c3ccc(C#N)cc3)cc2)c2ccccc2n1,408.465,4.236,6,3,102.73,6,4,Beta-catenin/TCF,Active
