DLiP-ID,Mol Image,MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
J100EU,,411.549,4.961,2,3,56.92,8,4,RANKL/RANK,Inactive
C003S1,,372.468,4.356,3,0,42.43,7,4,P53/HDM2,Inactive
J100EV,,425.576,5.319,2,3,56.92,9,4,RANKL/RANK,Inactive
J100EW,,439.603,5.888,2,3,56.92,10,4,RANKL/RANK,Inactive
J100EX,,453.63,6.457,2,3,56.92,11,4,RANKL/RANK,Inactive
J100EY,,425.576,5.331,2,3,56.92,9,4,RANKL/RANK,Active
J100EZ,,276.719,3.324,2,2,57.53,4,2,KEAP1/NRF2,Inactive
J100F0,,291.734,3.226,3,1,59.3,4,2,KEAP1/NRF2,Active
J100F4,,345.786,1.901,5,2,88.24,5,3,KEAP1/NRF2,Active
J100F6,,498.992,3.51,6,1,105.39,8,4,KEAP1/NRF2,Active
J100F7,,499.98,2.258,7,1,118.28,8,4,KEAP1/NRF2,Active
C003WH,,363.885,2.968,3,1,49.77,7,3,P53/HDM2,Active
C100Z5,,414.549,8.837,4,0,44.24,6,4,"BCL-like/BAX,BAK",Inactive
J100F8,,517.011,2.276,8,1,123.21,8,4,KEAP1/NRF2,Active
J100F9,,505.04,3.657,6,1,105.39,8,4,KEAP1/NRF2,Active
J100FA,,478.574,3.325,6,1,105.39,8,4,KEAP1/NRF2,Active
J100XS,,481.645,5.103,8,1,61.59,7,5,DCN1/UBE2M,Inactive
J100FB,,508.6,3.24,7,1,114.62,9,4,KEAP1/NRF2,Active
J100FC,,536.61,2.945,8,1,123.85,7,5,KEAP1/NRF2,Active
J100FD,,549.653,3.359,8,1,117.86,7,5,KEAP1/NRF2,Active
J100FE,,550.637,3.405,8,1,123.85,7,5,KEAP1/NRF2,Active
C001IN,,287.428,4.653,3,1,21.26,6,2,MENIN/MLL,Inactive
J100FF,,550.637,3.405,8,1,123.85,7,5,KEAP1/NRF2,Active
C0040R,,374.311,5.363,1,0,20.31,4,4,P53/HDM2,Inactive
J100WH,,304.354,2.151,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100FG,,536.61,2.968,8,1,123.85,7,5,KEAP1/NRF2,Active
J100FH,,550.637,3.405,8,1,123.85,7,5,KEAP1/NRF2,Active
J100XT,,479.629,4.756,8,1,61.59,6,5,DCN1/UBE2M,Inactive
C0041M,,500.495,6.746,4,0,35.91,4,5,P53/HDM2,Active
J100FI,,550.637,3.405,8,1,123.85,7,5,KEAP1/NRF2,Active
J100X5,,358.427,1.806,8,1,92.49,3,4,DCN1/UBE2M,Inactive
J100XU,,495.672,5.426,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100FJ,,550.637,3.405,8,1,123.85,7,5,KEAP1/NRF2,Active
C100ZJ,,571.721,11.373,6,0,66.36,8,6,"BCL-like/BAX,BAK",Inactive
J100W6,,455.509,5.73,6,1,55.11,6,5,DCN1/UBE2M,Inactive
J100FK,,665.099,2.897,7,6,203.99,15,4,Beta-catenin/TCF,Inactive
C100Z6,,414.549,8.837,4,0,44.24,6,4,"BCL-like/BAX,BAK",Inactive
J100FL,,665.099,2.897,7,6,203.99,15,4,Beta-catenin/TCF,Inactive
J100FM,,666.087,2.523,8,6,216.88,15,4,Beta-catenin/TCF,Inactive
J100WI,,320.809,2.612,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100FN,,667.071,1.984,9,5,214.23,15,4,Beta-catenin/TCF,Inactive
J100W7,,211.228,1.622,5,1,69.1,1,3,DCN1/UBE2M,Inactive
J100W8,,226.243,1.193,6,2,81.13,2,3,DCN1/UBE2M,Inactive
J100W9,,164.172,-0.521,6,2,81.13,1,2,DCN1/UBE2M,Inactive
J100WA,,149.157,-0.0919999999999998,5,1,69.1,0,2,DCN1/UBE2M,Inactive
J100WB,,175.195,-0.0580000000000002,5,1,69.1,0,3,DCN1/UBE2M,Inactive
J100FO,,667.071,1.984,9,5,214.23,15,4,Beta-catenin/TCF,Inactive
J100FP,,683.139,2.331,9,5,201.09,15,4,Beta-catenin/TCF,Inactive
J100FQ,,683.139,2.331,9,5,201.09,15,4,Beta-catenin/TCF,Inactive
J100FR,,651.072,3.143,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FS,,651.072,3.143,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FT,,651.072,3.143,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FU,,634.617,2.682,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FV,,695.523,3.319,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FW,,630.654,2.958,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100FX,,646.653,2.436,8,6,213.22,15,4,Beta-catenin/TCF,Inactive
J100FY,,684.624,3.446,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100WE,,314.418,2.706,7,2,81.13,6,3,DCN1/UBE2M,Inactive
J100FZ,,661.624,2.413,9,6,247.13,15,4,Beta-catenin/TCF,Inactive
J100G0,,685.517,3.765,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100G1,,685.517,3.765,7,6,203.99,14,4,Beta-catenin/TCF,Inactive
J100WF,,190.21,-0.487,6,2,81.13,1,3,DCN1/UBE2M,Inactive
J100WG,,286.364,1.99,7,2,81.13,4,3,DCN1/UBE2M,Inactive
C000DJ,,200.106,2.013,6,2,126.74,2,1,MENIN/MLL,Inactive
C000DK,,247.685,1.852,2,2,54.02,2,2,MENIN/MLL,Inactive
J100G2,,706.196,4.47,6,7,206.79,17,4,Beta-catenin/TCF,Inactive
J100G3,,712.159,4.178,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100G4,,726.186,4.322,6,7,206.79,16,5,Beta-catenin/TCF,Inactive
J100G5,,740.213,4.48,6,7,206.79,17,5,Beta-catenin/TCF,Inactive
J100WJ,,365.26,2.788,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100G6,,730.149,4.339,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
C100Z7,,414.549,8.837,4,0,44.24,6,4,"BCL-like/BAX,BAK",Inactive
C100Z8,,414.549,8.837,4,0,44.24,6,4,"BCL-like/BAX,BAK",Inactive
J100G7,,730.149,4.339,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100G8,,730.149,4.339,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100G9,,746.604,4.8,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100GA,,746.604,4.8,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100X6,,341.394,2.07,7,1,61.59,3,4,DCN1/UBE2M,Inactive
J100GB,,746.604,4.8,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100WL,,365.26,2.788,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100GC,,780.156,5.103,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100GD,,780.156,5.103,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
C000WH,,176.176,-3.313,4,4,136.95,5,0,MENIN/MLL,Inactive
C000WI,,119.076,-0.278,3,1,80.44,3,0,MENIN/MLL,Inactive
J100GE,,742.185,4.093,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100GF,,742.185,4.093,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100GG,,796.155,5.345,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100GH,,796.155,5.345,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100WQ,,316.39,1.905,8,2,90.36,5,3,DCN1/UBE2M,Inactive
C004R1,,208.26,3.848,1,0,17.07,3,2,1-acylglycerol-3-phosphate O-acyltransferase ABHD5/Perilipin-5,Active
J100WR,,300.391,2.427,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100WX,,336.424,3.256,7,2,81.13,4,4,DCN1/UBE2M,Inactive
J100GI,,772.211,4.008,8,7,225.25,17,5,Beta-catenin/TCF,Inactive
J100WS,,238.32,1.261,7,2,81.13,4,2,DCN1/UBE2M,Inactive
C004S4,,166.176,0.614,3,2,57.53,3,1,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1,Inactive
J100GJ,,810.182,5.018,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100WT,,236.304,0.895,7,2,81.13,4,2,DCN1/UBE2M,Inactive
J100WU,,250.331,1.218,7,2,81.13,4,3,DCN1/UBE2M,Inactive
J100WV,,376.898,3.342,8,2,81.13,4,4,DCN1/UBE2M,Inactive
J100WW,,355.254,3.234,7,2,81.13,4,3,DCN1/UBE2M,Inactive
C004TM,,257.112,4.078,4,1,38.92,1,2,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1,Active
J100GK,,756.168,3.667,8,7,225.25,15,6,Beta-catenin/TCF,Inactive
T001JQ,,338.368,-2.634,7,5,154.72,10,2,Integrins,Inactive
C100Z9,,627.829,13.497,6,0,66.36,10,6,"BCL-like/BAX,BAK",Inactive
J100GL,,628.082,2.902,6,7,206.79,15,3,Beta-catenin/TCF,Inactive
J100GM,,730.989,4.156,6,7,206.79,15,4,Beta-catenin/TCF,Inactive
J100X1,,312.402,2.024,7,2,81.13,4,4,DCN1/UBE2M,Inactive
J100X2,,348.435,3.704,7,2,81.13,5,4,DCN1/UBE2M,Inactive
J100GN,,696.544,3.534,6,7,206.79,15,4,Beta-catenin/TCF,Inactive
J100GO,,696.544,3.534,6,7,206.79,15,4,Beta-catenin/TCF,Inactive
J100GP,,730.096,3.837,6,7,206.79,15,4,Beta-catenin/TCF,Inactive
C100ZA,,627.829,13.497,6,0,66.36,10,6,"BCL-like/BAX,BAK",Inactive
J100X4,,310.361,1.866,7,1,67.58,3,4,DCN1/UBE2M,Inactive
J100GQ,,687.109,2.635,7,7,230.58,15,4,Beta-catenin/TCF,Inactive
J100X7,,367.457,2.247,8,1,70.82,5,4,DCN1/UBE2M,Inactive
J100GR,,692.125,2.827,7,7,216.02,16,4,Beta-catenin/TCF,Inactive
J100X8,,391.523,3.526,7,1,61.59,4,5,DCN1/UBE2M,Inactive
J100GS,,712.159,4.178,6,7,206.79,15,5,Beta-catenin/TCF,Inactive
J100X9,,503.611,3.886,9,2,90.27,6,6,DCN1/UBE2M,Inactive
J100XA,,520.644,3.622,10,2,121.17,6,6,DCN1/UBE2M,Inactive
J100XB,,472.578,3.682,9,2,96.26,6,6,DCN1/UBE2M,Inactive
J100GT,,742.185,4.093,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
T0083P,,242.278,3.024,4,0,44.12,4,2,CRM1/Rev,Inactive
J100GU,,742.185,4.093,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100XC,,515.647,3.64,10,2,99.5,7,6,DCN1/UBE2M,Inactive
T003ER,,419.481,1.608,5,3,100.55,10,3,Integrins,Active
J100XD,,571.73,5.503,9,2,90.27,7,7,DCN1/UBE2M,Inactive
T002GW,,399.082,5.057,2,2,49.33,2,2,Transthyretin tetramer,Inactive
J100GV,,742.185,4.093,7,7,216.02,16,5,Beta-catenin/TCF,Inactive
J100XE,,549.695000000001,6.359,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100JO,,175.191,1.467,3,1,50.16,0,3,DCN1/UBE2M,Inactive
C0058R,,341.43,2.752,3,1,35.58,5,3,Annexin A2/S100-A10,Inactive
C005DX,,269.3,3.195,4,0,44.37,3,3,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),Active
J100GW,,795.171,4.617,7,7,221.81,16,5,Beta-catenin/TCF,Inactive
J100XF,,566.15,6.82,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100GX,,795.171,4.617,7,7,221.81,16,5,Beta-catenin/TCF,Inactive
C000DS,,347.499,4.415,4,1,49.77,6,2,MENIN/MLL,Inactive
C005F7,,294.391,1.466,4,2,66.76,3,2,Induced myeloid leukemia cell differentiation protein Mcl-1/Bcl-2-like protein 11,Inactive
J100M6,,212.322,3.856,4,2,67.59,3,2,DCN1/UBE2M,Inactive
J100GY,,806.158,5.826,9,7,233.18,15,6,Beta-catenin/TCF,Active
J100XG,,610.601,6.996,8,1,61.59,7,6,DCN1/UBE2M,Inactive
C000YZ,,297.318,2.296,7,1,81.41,4,3,MENIN/MLL,Inactive
J100L0,,341.223,4.331,5,1,63.05,3,3,DCN1/UBE2M,Inactive
J100GZ,,820.185,6.184,9,7,233.18,16,6,Beta-catenin/TCF,Active
J100XH,,610.601,6.996,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100XI,,610.601,6.996,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100IJ,,273.321,1.924,6,1,75.94,3,3,DCN1/UBE2M,Inactive
J100H0,,805.174,5.098,9,7,238.97,15,6,Beta-catenin/TCF,Inactive
J100H1,,819.201,5.456,9,7,238.97,16,6,Beta-catenin/TCF,Inactive
J100XJ,,600.595,7.442,8,1,61.59,7,6,DCN1/UBE2M,Inactive
C005ET,,315.712,4.333,4,1,72.56,4,3,Adenomatous polyposis coli protein/Transcription factor 7-like 2,Inactive
J100H2,,848.239,6.928,10,6,222.18,17,6,Beta-catenin/TCF,Inactive
J100IU,,149.153,1.433,3,1,50.16,0,2,DCN1/UBE2M,Inactive
J100XK,,599.702,7.123,8,1,61.59,7,6,DCN1/UBE2M,Inactive
C005FP,,552.241,7.497,6,0,62.46,7,4,Induced myeloid leukemia cell differentiation protein Mcl-1/Bcl-2-like protein 11,Inactive
J100XL,,599.702,7.123,8,1,61.59,7,6,DCN1/UBE2M,Inactive
J100H3,,854.63,6.806,9,7,233.18,16,6,Beta-catenin/TCF,Active
J100H4,,702.761,3.924,10,4,191.22,17,4,Beta-catenin/TCF,Inactive
J100H5,,310.346,2.193,9,0,86.68,3,4,DCN1/UBE2M,Active
J100H6,,372.417,3.759,9,0,86.68,4,5,DCN1/UBE2M,Inactive
J100H7,,388.416,3.353,10,1,106.91,4,5,DCN1/UBE2M,Active
J100H8,,403.903,2.399,9,1,91.12,6,4,DCN1/UBE2M,Active
J100H9,,340.844,1.542,8,1,78.23,5,3,DCN1/UBE2M,Active
J100HA,,343.869,1.281,8,1,73.82,5,3,DCN1/UBE2M,Inactive
J100HB,,485.998,0.954,11,1,110.74,13,3,DCN1/UBE2M,Inactive
J100HC,,341.832,0.685,9,1,91.12,5,3,DCN1/UBE2M,Active
J100HD,,355.859,0.938,9,1,91.12,6,3,DCN1/UBE2M,Active
J100HE,,369.886,1.231,9,1,91.12,6,3,DCN1/UBE2M,Active
C005HO,,308.656,5.417,6,1,94.09,3,3,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1,Active
J100HF,,367.87,0.891,9,1,91.12,6,4,DCN1/UBE2M,Active
J100HG,,367.87,0.719,9,1,91.12,5,4,DCN1/UBE2M,Active
J100HH,,415.98,2.467,10,1,91.12,8,3,DCN1/UBE2M,Active
J100HI,,413.964,2.101,10,1,91.12,8,3,DCN1/UBE2M,Active
J100HJ,,411.948,1.754,10,1,91.12,7,3,DCN1/UBE2M,Active
P0008P,,242.278,2.571,3,1,65.09,2,2,Bromodomain/Histone,Active
J100HK,,415.98,2.406,10,1,91.12,7,3,DCN1/UBE2M,Active
J100HL,,427.991,2.424,10,1,91.12,8,4,DCN1/UBE2M,Active
J100HM,,470.072,4.131,10,1,91.12,8,4,DCN1/UBE2M,Active
J100HN,,514.084,4.462,10,1,91.12,8,5,DCN1/UBE2M,Active
J100HO,,464.024,3.196,10,1,91.12,8,4,DCN1/UBE2M,Active
J100HP,,478.051,3.554,10,1,91.12,9,4,DCN1/UBE2M,Active
C001LV,,299.766,1.631,5,3,136.51,4,1,MENIN/MLL,Inactive
J100HQ,,492.078,3.912,10,1,91.12,10,4,DCN1/UBE2M,Active
J100HR,,554.558,4.548,11,1,91.12,8,5,DCN1/UBE2M,Active
J100HS,,582.115,5.09,12,1,121.33,8,6,DCN1/UBE2M,Active
J100HT,,526.095,4.91,10,1,91.12,9,5,DCN1/UBE2M,Active
J100HU,,478.051,3.449,10,1,91.12,9,4,DCN1/UBE2M,Active
J100HV,,474.019,3.468,10,1,91.12,8,4,DCN1/UBE2M,Active
J100HW,,509.021,3.088,12,1,134.26,9,4,DCN1/UBE2M,Active
J100ID,,312.358,2.392,6,2,91.73,3,4,DCN1/UBE2M,Inactive
J100HX,,509.021,3.088,12,1,134.26,9,4,DCN1/UBE2M,Active
J100HY,,482.014,3.357,10,1,91.12,8,4,DCN1/UBE2M,Active
J100HZ,,498.469,3.818,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I0,,542.92,3.994,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I1,,542.92,3.994,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I2,,542.92,3.994,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I3,,478.051,3.633,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I4,,532.021,4.121,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I5,,532.021,4.121,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I6,,532.021,4.121,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I7,,494.05,3.111,11,1,100.35,9,4,DCN1/UBE2M,Active
J100I8,,516.459,3.979,10,1,91.12,8,4,DCN1/UBE2M,Active
J100I9,,516.459,3.979,10,1,91.12,8,4,DCN1/UBE2M,Active
J100IA,,532.914,4.44,10,1,91.12,8,4,DCN1/UBE2M,Active
J100IB,,512.496,4.044,10,1,91.12,8,4,DCN1/UBE2M,Active
J100IC,,568.604,6.215,10,1,91.12,12,4,DCN1/UBE2M,Inactive
J100IM,,334.404,4.801,5,1,63.05,4,4,DCN1/UBE2M,Inactive
J100IN,,212.212,2.29,4,1,63.05,1,3,DCN1/UBE2M,Inactive
J100IO,,211.224,3.147,3,1,50.16,1,3,DCN1/UBE2M,Inactive
J100IP,,204.111,1.275,4,1,63.05,0,2,DCN1/UBE2M,Inactive
J100IQ,,362.867,4.439,6,1,63.05,3,4,DCN1/UBE2M,Inactive
J100IR,,390.424,4.981,7,1,93.26,3,5,DCN1/UBE2M,Inactive
J100IS,,375.417,2.854,7,2,104.62,4,5,DCN1/UBE2M,Inactive
J100IT,,150.141,0.576,4,1,63.05,0,2,DCN1/UBE2M,Inactive
J100J5,,261.284,4.16,3,1,50.16,1,4,DCN1/UBE2M,Inactive
J100J6,,174.163,1.074,4,1,73.95,0,2,DCN1/UBE2M,Inactive
J100JT,,326.425,3.837,5,1,63.05,5,4,DCN1/UBE2M,Inactive
J100JU,,298.371,3.121,5,1,63.05,3,4,DCN1/UBE2M,Inactive
J100JV,,163.18,1.614,3,1,50.16,0,2,DCN1/UBE2M,Inactive
J100JW,,248.311,2.026,5,1,63.05,3,3,DCN1/UBE2M,Inactive
J100JX,,259.231,3.06,3,1,50.16,0,2,DCN1/UBE2M,Inactive
J100JY,,246.295,1.679,5,1,63.05,2,3,DCN1/UBE2M,Inactive
C100ZB,,627.829,13.497,6,0,66.36,10,6,"BCL-like/BAX,BAK",Inactive
J100JZ,,250.327,2.392,5,1,63.05,3,3,DCN1/UBE2M,Inactive
J100K0,,267.332,4.075,3,1,50.16,1,3,DCN1/UBE2M,Inactive
J100K1,,338.396,2.426,6,2,91.73,3,5,DCN1/UBE2M,Inactive
J100K2,,355.448,2.663,7,1,75.94,3,5,DCN1/UBE2M,Inactive
J100K3,,186.121,0.953,4,1,63.05,1,2,DCN1/UBE2M,Inactive
J100K4,,266.304,2.919,5,0,52.19,2,4,DCN1/UBE2M,Inactive
J100K5,,284.294,3.08,5,0,52.19,2,4,DCN1/UBE2M,Inactive
J100K6,,300.749,3.541,5,0,52.19,2,4,DCN1/UBE2M,Inactive
J100K7,,345.2,3.717,5,0,52.19,2,4,DCN1/UBE2M,Inactive
J100K8,,296.33,2.834,6,0,61.42,3,4,DCN1/UBE2M,Inactive
J100K9,,280.331,3.356,5,0,52.19,2,4,DCN1/UBE2M,Inactive
J100KA,,216.244,1.824,5,0,52.19,2,3,DCN1/UBE2M,Inactive
J100KB,,214.228,1.477,5,0,52.19,1,3,DCN1/UBE2M,Inactive
J100L3,,376.913,6.106,5,1,63.05,7,3,DCN1/UBE2M,Inactive
J100L4,,300.343,2.738,6,1,80.12,4,3,DCN1/UBE2M,Inactive
J100L5,,338.396,2.675,7,1,88.83,3,4,DCN1/UBE2M,Inactive
C001RI,,210.236,2.321,3,0,35.01,1,3,MENIN/MLL,Inactive
J100L6,,340.33,4.012,5,1,63.05,3,3,DCN1/UBE2M,Inactive
T000JW,,344.415,2.38,6,2,101.14,8,3,Integrins,Active
J100L7,,340.33,4.012,5,1,63.05,3,3,DCN1/UBE2M,Inactive
J100L8,,322.393,4.353,5,1,63.05,3,4,DCN1/UBE2M,Inactive
J100L9,,376.894,4.665,6,1,63.05,3,4,DCN1/UBE2M,Inactive
C002V7,,166.176,0.614,3,2,57.53,3,1,Importin subunit beta-1/Snurportin-1,Inactive
J100LA,,388.905,4.645,6,1,63.05,4,5,DCN1/UBE2M,Inactive
J100LB,,424.938,6.153,6,1,63.05,4,5,DCN1/UBE2M,Inactive
J100LC,,388.905,4.473,6,1,63.05,3,5,DCN1/UBE2M,Inactive
J100LD,,332.816,3.743,5,1,63.05,3,4,DCN1/UBE2M,Inactive
J100LE,,368.849,5.423,5,1,63.05,4,4,DCN1/UBE2M,Inactive
J100LF,,334.832,4.255,5,1,63.05,4,3,DCN1/UBE2M,Inactive
J100LG,,246.299,2.226,5,3,96.27,3,3,DCN1/UBE2M,Inactive
J100LH,,263.351,2.463,6,2,80.48,3,3,DCN1/UBE2M,Inactive
J100LI,,154.198,1.479,4,2,67.59,2,1,DCN1/UBE2M,Inactive
J100LJ,,156.214,1.826,4,2,67.59,3,1,DCN1/UBE2M,Inactive
J100LQ,,426.954,6.762,5,2,70.67,6,4,DCN1/UBE2M,Inactive
J100LR,,336.42,5.41,4,2,70.67,6,3,DCN1/UBE2M,Inactive
J100LS,,364.474,6.126,4,2,70.67,8,3,DCN1/UBE2M,Inactive
J100LT,,324.365,4.815,6,2,97.8,3,4,DCN1/UBE2M,Inactive
J100LU,,296.808,4.273,5,2,67.59,3,3,DCN1/UBE2M,Inactive
J100LV,,263.351,1.981,6,2,80.48,3,3,DCN1/UBE2M,Inactive
T002W6,,168.156,0.583,6,0,69.9,3,1,CRM1/Rev,Inactive
J100LW,,224.264,3.082,4,2,67.59,3,2,DCN1/UBE2M,Inactive
J100LX,,240.719,3.543,4,2,67.59,3,2,DCN1/UBE2M,Inactive
J100LY,,285.17,3.719,4,2,67.59,3,2,DCN1/UBE2M,Inactive
J100MI,,338.406,5.674,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MJ,,338.406,5.674,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MK,,496.198,7.27,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100ML,,496.198,7.27,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MM,,398.458,5.504,4,0,52.6,8,3,DCN1/UBE2M,Inactive
J100MN,,407.296,6.918,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MO,,518.562,4.896,8,0,89.52,12,3,DCN1/UBE2M,Inactive
J100MP,,366.46,6.548,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MQ,,366.46,6.548,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MR,,374.386,5.996,2,0,34.14,6,3,DCN1/UBE2M,Inactive
J100MS,,469.53,4.818,9,2,114,5,6,DCN1/UBE2M,Inactive
J100MT,,307.313,3.002,7,1,85.32,2,4,DCN1/UBE2M,Inactive
J100MU,,429.505,5.513,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100MV,,369.384,4.716,7,1,85.32,3,5,DCN1/UBE2M,Inactive
J100MW,,333.351,3.036,7,1,85.32,2,5,DCN1/UBE2M,Inactive
J100MX,,439.5,5.785,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100MZ,,463.95,6.135,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N0,,508.401,6.311,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N1,,474.502,5.405,10,1,128.46,6,5,DCN1/UBE2M,Inactive
J100N2,,508.401,6.311,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N3,,508.401,6.311,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N4,,459.531,5.428,9,1,94.55,6,5,DCN1/UBE2M,Inactive
J100N5,,481.94,6.296,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100NE,,381.461,4.784,8,1,85.32,5,4,DCN1/UBE2M,Inactive
J100N6,,481.94,6.296,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N7,,393.472,4.741,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N8,,435.553,6.448,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100N9,,498.395,6.757,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100NA,,497.502,6.438,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100NB,,443.532,5.95,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100NC,,457.559,6.229,8,1,85.32,7,5,DCN1/UBE2M,Inactive
J100ND,,477.977,6.361,8,1,85.32,5,5,DCN1/UBE2M,Inactive
J100NF,,321.34,3.255,7,1,85.32,3,4,DCN1/UBE2M,Inactive
C000J0,,254.241,4.503,4,2,70.67,1,3,MENIN/MLL,Inactive
C001W8,,315.241,1.454,6,2,141.61,4,3,MENIN/MLL,Inactive
J100NG,,379.445,4.418,8,1,85.32,5,4,DCN1/UBE2M,Inactive
J100NH,,377.429,4.071,8,1,85.32,4,4,DCN1/UBE2M,Inactive
J100NI,,443.532,5.871,8,1,85.32,6,5,DCN1/UBE2M,Inactive
J100NJ,,520.039,6.865,9,1,85.32,5,6,DCN1/UBE2M,Inactive
J100NK,,432.473,1.473,10,3,138.67,6,5,DCN1/UBE2M,Inactive
J100NL,,392.448,2.168,9,2,109.99,6,4,DCN1/UBE2M,Inactive
J100NM,,332.327,1.371,8,2,109.99,4,4,DCN1/UBE2M,Inactive
J100NN,,269.268,0.514,7,2,97.1,3,3,DCN1/UBE2M,Inactive
J100NO,,406.475,2.421,9,2,109.99,7,4,DCN1/UBE2M,Inactive
J100NP,,270.256,-0.343,8,2,109.99,3,3,DCN1/UBE2M,Inactive
J100NQ,,364.796,4.408,6,2,84.21,4,4,DCN1/UBE2M,Inactive
J100NR,,320.312,2.486,7,2,97.35,4,4,DCN1/UBE2M,Inactive
J100NS,,211.228,1.622,5,1,69.1,1,3,DCN1/UBE2M,Inactive
J100NT,,249.277,2.353,5,1,55.11,3,3,DCN1/UBE2M,Inactive
J100NX,,311.389,3.136,6,1,64.34,7,3,DCN1/UBE2M,Inactive
J100NY,,305.341,2.65,6,1,68.25,5,4,DCN1/UBE2M,Inactive
C002WO,,329.208,1.828,8,0,69.38,2,3,Importin subunit beta-1/Snurportin-1,Inactive
J100NZ,,269.268,0.82,7,2,97.1,3,3,DCN1/UBE2M,Inactive
J100O0,,296.294,-0.309,8,2,109.99,3,4,DCN1/UBE2M,Inactive
C100ZC,,627.829,13.497,6,0,66.36,10,6,"BCL-like/BAX,BAK",Inactive
J100O1,,302.725,2.694,6,2,84.21,3,3,DCN1/UBE2M,Inactive
J100O2,,258.241,0.772,7,2,97.35,3,3,DCN1/UBE2M,Inactive
J100O3,,404.274,3.922,6,2,84.21,3,3,DCN1/UBE2M,Inactive
J100O4,,327.304,2.19,8,2,127.35,4,3,DCN1/UBE2M,Inactive
J100O5,,386.415,3.802,7,2,93.44,4,5,DCN1/UBE2M,Inactive
J100O6,,318.34,3.338,6,2,84.21,3,4,DCN1/UBE2M,Inactive
